,gene_id,Gene names,type
2750,ENSMUSG00000025521,Tmem192,integral membrane
2751,ENSMUSG00000025532,Crcp,nucleus
2752,ENSMUSG00000025533,Asl,nucleus
2753,ENSMUSG00000025544,Tm9sf2,integral membrane
2754,ENSMUSG00000025557,Slc15a1 Pept1,integral membrane
2755,ENSMUSG00000025575,Cant1,integral membrane
2756,ENSMUSG00000025576,Rbfox3 D11Bwg0517e Hrnbp3,nucleus
2757,ENSMUSG00000025577,Cbx2 M33,nucleus
2758,ENSMUSG00000025578,Cbx8 Pc3,nucleus
2759,ENSMUSG00000025580,Eif4a3 Ddx48,nucleus
2760,ENSMUSG00000025582,Nptx1,cytoplasm
2761,ENSMUSG00000025586,Cpeb1 Cpeb,nucleus
2762,ENSMUSG00000025591,Tma16,nucleus
2763,ENSMUSG00000025592,Dach2,nucleus
2764,ENSMUSG00000025608,Podxl Pclp1,integral membrane
2765,ENSMUSG00000025609,Mkln1,cytoplasm
2766,ENSMUSG00000025612,Bach1,nucleus
2767,ENSMUSG00000025613,Cct8 Cctq,cytoplasm
2768,ENSMUSG00000025616,Usp16,nucleus
2769,ENSMUSG00000025626,Phf6 Kiaa1823,nucleus
2770,ENSMUSG00000025630,Hprt1 Hprt,cytoplasm
2771,ENSMUSG00000025647,Shisa5 Scotin,integral membrane
2772,ENSMUSG00000025652,Tmem89,integral membrane
2773,ENSMUSG00000025658,Cnksr2 Kiaa0902,cytoplasm
2774,ENSMUSG00000025666,Tmem47 Tm4sf10 MNCb-0941,integral membrane
2775,ENSMUSG00000025701,Alox5,nucleus
2776,ENSMUSG00000025702,Marchf8 March8 Mir,integral membrane
2777,ENSMUSG00000025724,Sec11a Sec11l1 Sid2895 Spc18,integral membrane
2778,ENSMUSG00000025728,Pigq Gpi1h Mgpi1,integral membrane
2779,ENSMUSG00000025732,Mcrip2 Fam195a,nucleus
2780,ENSMUSG00000025735,Rhbdl1 Rhbdl,integral membrane
2781,ENSMUSG00000025736,Jmjd8,nucleus
2782,ENSMUSG00000025738,Fbxl16,cytoplasm
2783,ENSMUSG00000025742,Prps2,cytoplasm
2784,ENSMUSG00000025743,Sdc3 Kiaa0468,integral membrane
2785,ENSMUSG00000025746,Il6 Il-6,cytoplasm
2786,ENSMUSG00000025747,Tyms,nucleus
2787,ENSMUSG00000025757,Hspa4l Apg1 Hsp4l Osp94,nucleus
2788,ENSMUSG00000025758,Plk4 Sak Stk18,nucleus
2789,ENSMUSG00000025759,Mfsd8,integral membrane
2790,ENSMUSG00000025764,Jade1 Kiaa1807 Phf17,nucleus
2791,ENSMUSG00000025782,Taf3,nucleus
2792,ENSMUSG00000025786,Zdhhc3 Godz Gramp1,integral membrane
2793,ENSMUSG00000025789,St8sia2 Siat8b Stx,integral membrane
2794,ENSMUSG00000025791,Pgm1 Pgm2,cytoplasm
2795,ENSMUSG00000025792,Slc25a10 Dic,integral membrane
2796,ENSMUSG00000025793,Hgs Hrs,cytoplasm
2797,ENSMUSG00000025795,Rassf3,cytoplasm
2798,ENSMUSG00000025804,Ccr1 Cmkbr1,integral membrane
2799,ENSMUSG00000025809,Itgb1,cytoplasm
2800,ENSMUSG00000025812,Pard3 Par3,cytoplasm
2801,ENSMUSG00000025813,Homer2 Vesl2,cytoplasm
2802,ENSMUSG00000025816,Sec61a2,integral membrane
2803,ENSMUSG00000025817,Nudt5,nucleus
2804,ENSMUSG00000025825,Iscu Nifun,cytoplasm
2805,ENSMUSG00000025839,Pramel7,cytoplasm
2806,ENSMUSG00000025854,Fam20c Dmp4 Kiaa4081,cytoplasm
2807,ENSMUSG00000025855,Prkar1b,cytoplasm
2808,ENSMUSG00000025857,Dnaaf5 Heatr2,cytoplasm
2809,ENSMUSG00000025858,Get4,cytoplasm
2810,ENSMUSG00000025860,Xiap Aipa Api3 Birc4 Miha,nucleus
2811,ENSMUSG00000025862,Stag2 Sa2 Sap2,nucleus
2812,ENSMUSG00000025867,Cplx2,nucleus
2813,ENSMUSG00000025868,Higd2a,integral membrane
2814,ENSMUSG00000025871,P33monox Kiaa1191,cytoplasm
2815,ENSMUSG00000025876,Unc5a Kiaa1976 Unc5h1,integral membrane
2816,ENSMUSG00000025880,Smad7 Madh7 Madh8,nucleus
2817,ENSMUSG00000025887,Casp12,nucleus
2818,ENSMUSG00000025888,Casp1 Il1bc,nucleus
2819,ENSMUSG00000025889,Snca Syn,nucleus
2820,ENSMUSG00000025899,Alkbh8,nucleus
2821,ENSMUSG00000025902,Sox17 Sox-17,nucleus
2822,ENSMUSG00000025903,Lypla1 Apt1 Pla1a,cytoplasm
2823,ENSMUSG00000025905,Oprk1,integral membrane
2824,ENSMUSG00000025907,Rb1cc1 Cc1 Kiaa0203,nucleus
2825,ENSMUSG00000025916,Ppp1r42 Lrrc67,cytoplasm
2826,ENSMUSG00000025917,Cops5 Csn5 Jab1 Kic2,nucleus
2827,ENSMUSG00000025920,Stau2,nucleus
2828,ENSMUSG00000025921,Rdh10,integral membrane
2829,ENSMUSG00000025925,Terf1 Trf1,nucleus
2830,ENSMUSG00000025927,Tfap2b Tcfap2b,nucleus
2831,ENSMUSG00000025929,Il17a Ctla8 Il17,cytoplasm
2832,ENSMUSG00000025930,Msc Myor,nucleus
2833,ENSMUSG00000025931,Paqr8 Mprb,integral membrane
2834,ENSMUSG00000025932,Eya1,nucleus
2835,ENSMUSG00000025933,Tmem14a,integral membrane
2836,ENSMUSG00000025939,Ube2w,nucleus
2837,ENSMUSG00000025946,Pth2r Pthr2,integral membrane
2838,ENSMUSG00000025950,Idh1,cytoplasm
2839,ENSMUSG00000025952,Crygc Gammab-cry,nucleus
2840,ENSMUSG00000025956,Mettl21A Fam119a,cytoplasm
2841,ENSMUSG00000025958,Creb1 Creb-1,nucleus
2842,ENSMUSG00000025959,Klf7,nucleus
2843,ENSMUSG00000025967,Eef1b Eef1b2,cytoplasm
2844,ENSMUSG00000025977,Boll Boule,cytoplasm
2845,ENSMUSG00000025979,Mob4 Mob3 Mobkl3 Phocn Prei3,cytoplasm
2846,ENSMUSG00000025980,Hspd1 Hsp60,cytoplasm
2847,ENSMUSG00000025991,Cps1,cytoplasm
2848,ENSMUSG00000025993,Slc40a1 Fpn1 Ireg1 Slc11a3 Slc39a1,integral membrane
2849,ENSMUSG00000025997,Ikzf2 Helios Zfpn1a2 Znfn1a2,nucleus
2850,ENSMUSG00000026000,Lancl1 Gpr69a,cytoplasm
2851,ENSMUSG00000026012,Cd28,integral membrane
2852,ENSMUSG00000026017,Carf Als2cr8,nucleus
2853,ENSMUSG00000026019,Wdr12 MNCb-5414,nucleus
2854,ENSMUSG00000026020,Nop58 Nol5,nucleus
2855,ENSMUSG00000026021,Sumo1 Smt3c Smt3h3 Ubl1,nucleus
2856,ENSMUSG00000026023,Cdk15 Als2cr7 Pftk2,nucleus
2857,ENSMUSG00000026024,Als2,nucleus
2858,ENSMUSG00000026027,Stradb Als2cr2 Papk Syradb,nucleus
2859,ENSMUSG00000026029,Casp8,nucleus
2860,ENSMUSG00000026031,Cflar Cash,cytoplasm
2861,ENSMUSG00000026032,Ndufb3,integral membrane
2862,ENSMUSG00000026034,Clk1 Clk Sty,nucleus
2863,ENSMUSG00000026036,Nif3l1,nucleus
2864,ENSMUSG00000026037,Orc2 Orc2l,nucleus
2865,ENSMUSG00000026051,Ecrg4,cytoplasm
2866,ENSMUSG00000026058,Khdrbs2 Slm1,nucleus
2867,ENSMUSG00000026063,Dnaaf6 Pih1d3,cytoplasm
2868,ENSMUSG00000026064,Ptp4a1 Prl1,nucleus
2869,ENSMUSG00000026065,Slc9a4 Nhe4,integral membrane
2870,ENSMUSG00000026069,Il1rl1 Ly84 St2 Ste2,integral membrane
2871,ENSMUSG00000026072,Il1r1 Il-1r1 Il1ra,integral membrane
2872,ENSMUSG00000026073,Il1r2 Il-1r2 Il1rb,integral membrane
2873,ENSMUSG00000026078,Pdcl3 Viaf1,cytoplasm
2874,ENSMUSG00000026082,Rev1 Rev1l,nucleus
2875,ENSMUSG00000026083,Eif5b If2,cytoplasm
2876,ENSMUSG00000026094,Stk17b Drak2,nucleus
2877,ENSMUSG00000026097,Ormdl1,integral membrane
2878,ENSMUSG00000026100,Mstn Gdf8,cytoplasm
2879,ENSMUSG00000026107,Nabp1 Obfc2a Ssb2,nucleus
2880,ENSMUSG00000026109,Tmeff2 MNCb-1026,integral membrane
2881,ENSMUSG00000026110,Mgat4a,integral membrane
2882,ENSMUSG00000026114,Cnga3 Cng3,cytoplasm
2883,ENSMUSG00000026116,Tmem131 D1Bwg0491e Kiaa0257 Rw1,integral membrane
2884,ENSMUSG00000026117,Zap70 Srk Zap-70,cytoplasm
2885,ENSMUSG00000026123,Plekhb2 Evt2,integral membrane
2886,ENSMUSG00000026126,Ptpn18 Flp1 Ptpk1,nucleus
2887,ENSMUSG00000026131,Dst Bpag1 Macf2,integral membrane
2888,ENSMUSG00000026135,Znf142 Kiaa0236 Zfp142,nucleus
2889,ENSMUSG00000026149,Tm4sf20,integral membrane
2890,ENSMUSG00000026155,Smap1,cytoplasm
2891,ENSMUSG00000026156,B3gat2 Glcats,integral membrane
2892,ENSMUSG00000026159,Agfg1 Hrb Rip,nucleus
2893,ENSMUSG00000026171,Rnf25,nucleus
2894,ENSMUSG00000026172,Bcs1l,integral membrane
2895,ENSMUSG00000026173,Plcd4 Plcd,nucleus
2896,ENSMUSG00000026174,Cnot9 Rcd1 Rqcd1,nucleus
2897,ENSMUSG00000026175,Vil1 Vil,cytoplasm
2898,ENSMUSG00000026176,Ctdsp1 Nif3 Nliif,nucleus
2899,ENSMUSG00000026177,Slc11a1 Bcg Ity Lsh Nramp1,integral membrane
2900,ENSMUSG00000026179,Pnkd Brp17 Kiaa1184 Mr1 Tahccp2 Fksg19 MNCb-5687,nucleus
2901,ENSMUSG00000026180,Cxcr2 Cmkar2 Gpcr16 Il8rb,integral membrane
2902,ENSMUSG00000026181,Ppm1f,nucleus
2903,ENSMUSG00000026182,Tnp1,nucleus
2904,ENSMUSG00000026187,Xrcc5 G22p2,nucleus
2905,ENSMUSG00000026188,Tmem169,integral membrane
2906,ENSMUSG00000026196,Bard1,nucleus
2907,ENSMUSG00000026198,Abcb6,integral membrane
2908,ENSMUSG00000026201,Stk16 Edpk Krct Mpsk1 Pkl12 Tsf1,cytoplasm
2909,ENSMUSG00000026202,Tuba4a Tuba4,cytoplasm
2910,ENSMUSG00000026203,Dnajb2 Dnajb10,nucleus
2911,ENSMUSG00000026207,Speg Apeg1 Kiaa1297,nucleus
2912,ENSMUSG00000026208,Des,nucleus
2913,ENSMUSG00000026211,Obsl1,cytoplasm
2914,ENSMUSG00000026213,Stk11ip Lip1 Lkb1ip,cytoplasm
2915,ENSMUSG00000026220,Slc16a14 Mct14,integral membrane
2916,ENSMUSG00000026222,Sp100,nucleus
2917,ENSMUSG00000026223,Itm2c,integral membrane
2918,ENSMUSG00000026228,Htr2b,cytoplasm
2919,ENSMUSG00000026229,Psmd1,nucleus
2920,ENSMUSG00000026234,Ncl Nuc,nucleus
2921,ENSMUSG00000026235,Epha4 Sek Sek1,cytoplasm
2922,ENSMUSG00000026237,Nmur1 Gpr66,integral membrane
2923,ENSMUSG00000026238,Ptma,nucleus
2924,ENSMUSG00000026239,Pde6d,cytoplasm
2925,ENSMUSG00000026240,Cops7b Csn7b,cytoplasm
2926,ENSMUSG00000026248,Mrpl44,nucleus
2927,ENSMUSG00000026254,Eif4e2 Eif4el3,cytoplasm
2928,ENSMUSG00000026258,Snorc,integral membrane
2929,ENSMUSG00000026260,Ndufa10,cytoplasm
2930,ENSMUSG00000026270,Capn10 Capn8,nucleus
2931,ENSMUSG00000026274,Pask Kiaa0135,nucleus
2932,ENSMUSG00000026275,Ppp1r7 Sds22,nucleus
2933,ENSMUSG00000026276,Septin2 Nedd5 Sept2,nucleus
2934,ENSMUSG00000026277,Stk25 Sok1,cytoplasm
2935,ENSMUSG00000026278,Bok Mtd,integral membrane
2936,ENSMUSG00000026281,Dtymk Tmk,nucleus
2937,ENSMUSG00000026283,Ing5,nucleus
2938,ENSMUSG00000026285,Pdcd1 Pd1,integral membrane
2939,ENSMUSG00000026301,Iqca1 Drc11 Iqca,cytoplasm
2940,ENSMUSG00000026305,Lrrfip1 Flap,nucleus
2941,ENSMUSG00000026309,Ilkap,nucleus
2942,ENSMUSG00000026312,Cdh7,integral membrane
2943,ENSMUSG00000026313,Hdac4,nucleus
2944,ENSMUSG00000026315,Serpinb8,cytoplasm
2945,ENSMUSG00000026317,Cln8,integral membrane
2946,ENSMUSG00000026321,Tnfrsf11a Rank,integral membrane
2947,ENSMUSG00000026322,Htr4,cytoplasm
2948,ENSMUSG00000026327,Serpinb11,cytoplasm
2949,ENSMUSG00000026341,Actr3 Arp3,nucleus
2950,ENSMUSG00000026342,Slc35f5,integral membrane
2951,ENSMUSG00000026348,Acmsd,cytoplasm
2952,ENSMUSG00000026349,Ccnt2,nucleus
2953,ENSMUSG00000026355,Mcm6 Mcmd6 Mis5,nucleus
2954,ENSMUSG00000026356,Dars1 Dars,cytoplasm
2955,ENSMUSG00000026357,Rgs18,cytoplasm
2956,ENSMUSG00000026360,Rgs2,nucleus
2957,ENSMUSG00000026361,Cdc73,nucleus
2958,ENSMUSG00000026365,Cfh Hf1,nucleus
2959,ENSMUSG00000026374,Tsn,nucleus
2960,ENSMUSG00000026377,Nifk Mki67ip,cytoplasm
2961,ENSMUSG00000026380,Tfcp2l1 Crtr1 Tcfcp2l1,nucleus
2962,ENSMUSG00000026384,Ptpn4,cytoplasm
2963,ENSMUSG00000026385,Dbi,nucleus
2964,ENSMUSG00000026387,Sctr,integral membrane
2965,ENSMUSG00000026390,Marco,integral membrane
2966,ENSMUSG00000026393,Nek7,nucleus
2967,ENSMUSG00000026395,Ptprc Ly-5,integral membrane
2968,ENSMUSG00000026398,Nr5a2 Lrh1,nucleus
2969,ENSMUSG00000026404,Ddx59 Znhit5,nucleus
2970,ENSMUSG00000026411,Tmem9,integral membrane
2971,ENSMUSG00000026413,Pkp1,nucleus
2972,ENSMUSG00000026414,Tnnt2,cytoplasm
2973,ENSMUSG00000026415,Fcamr,integral membrane
2974,ENSMUSG00000026417,Pigr,integral membrane
2975,ENSMUSG00000026421,Csrp1 Crp1 Csrp,nucleus
2976,ENSMUSG00000026424,Gpr37l1 Etbrlp2,integral membrane
2977,ENSMUSG00000026425,Srgap2 Fbp27 Fnbp2,cytoplasm
2978,ENSMUSG00000026426,Arl8a Arl10b Gie2,cytoplasm
2979,ENSMUSG00000026427,Eif2d Lgtn,cytoplasm
2980,ENSMUSG00000026429,Ube2t,nucleus
2981,ENSMUSG00000026430,Rassf5 Nore1 Rapl,nucleus
2982,ENSMUSG00000026432,Avpr1b V1br,integral membrane
2983,ENSMUSG00000026434,Nucks1 Nucks,nucleus
2984,ENSMUSG00000026435,Slc45a3 Pcanap6 Prst,integral membrane
2985,ENSMUSG00000026436,Elk4 Sap1,nucleus
2986,ENSMUSG00000026437,Cdk18 Pctaire3 Pctk3,nucleus
2987,ENSMUSG00000026439,Rbbp5,nucleus
2988,ENSMUSG00000026456,Cyb5r1 Nqo3a2,integral membrane
2989,ENSMUSG00000026457,Adipor1 Parq1,integral membrane
2990,ENSMUSG00000026459,Myog,nucleus
2991,ENSMUSG00000026466,Tor1aip1,integral membrane
2992,ENSMUSG00000026468,Lhx4 Gsh-4 Gsh4,nucleus
2993,ENSMUSG00000026469,Xpr1 Syg1,integral membrane
2994,ENSMUSG00000026470,Stx6,integral membrane
2995,ENSMUSG00000026471,Mr1 Mr1a,integral membrane
2996,ENSMUSG00000026473,Glul Glns,cytoplasm
2997,ENSMUSG00000026475,Rgs16 Rgsr,cytoplasm
2998,ENSMUSG00000026480,Ncf2 Noxa2 P67phox,cytoplasm
2999,ENSMUSG00000026483,Niban1 Fam129a Niban,cytoplasm
3000,ENSMUSG00000026484,Rnf2 DinG Ring1b,nucleus
3001,ENSMUSG00000026489,Coq8a Adck3 Cabc1,integral membrane
3002,ENSMUSG00000026490,Cdc42bpa Kiaa0451,cytoplasm
3003,ENSMUSG00000026491,Ahctf1 Elys,nucleus
3004,ENSMUSG00000026494,Kif26b,cytoplasm
3005,ENSMUSG00000026495,Efcab2 Drc8,cytoplasm
3006,ENSMUSG00000026497,Mixl1 Mix Mml,nucleus
3007,ENSMUSG00000026500,Cox20 Fam36a,integral membrane
3008,ENSMUSG00000026502,Desi2 Fam152a Pppde1,cytoplasm
3009,ENSMUSG00000026504,Sdccag8 Cccap,cytoplasm
3010,ENSMUSG00000026509,Capn2,nucleus
3011,ENSMUSG00000026516,Nvl,nucleus
3012,ENSMUSG00000026519,Tmem63a Kiaa0792,integral membrane
3013,ENSMUSG00000026525,Opn3 Ecpn,cytoplasm
3014,ENSMUSG00000026526,Fh Fh1,nucleus
3015,ENSMUSG00000026527,Rgs7,nucleus
3016,ENSMUSG00000026535,Ifi202 Ifi202a Ifi202b,cytoplasm
3017,ENSMUSG00000026536,Mnda Ifi205b,nucleus
3018,ENSMUSG00000026544,Dusp23 Ldp3,cytoplasm
3019,ENSMUSG00000026553,Copa,cytoplasm
3020,ENSMUSG00000026554,Dcaf8 D1Ucla4 H326 Wdr42a,nucleus
3021,ENSMUSG00000026556,Vangl2 Lpp1 Ltap,integral membrane
3022,ENSMUSG00000026563,Tada1 Tada1l,nucleus
3023,ENSMUSG00000026565,Pou2f1 Oct-1 Otf-1 Otf1,nucleus
3024,ENSMUSG00000026567,Adcy10 Sac Sacy,nucleus
3025,ENSMUSG00000026571,Dcaf6 Iqwd1,nucleus
3026,ENSMUSG00000026572,Tbx19 Tpit,nucleus
3027,ENSMUSG00000026577,Blzf1,nucleus
3028,ENSMUSG00000026578,Ccdc181,cytoplasm
3029,ENSMUSG00000026584,Scyl3 Pace1,cytoplasm
3030,ENSMUSG00000026586,Prrx1 Pmx Pmx1,nucleus
3031,ENSMUSG00000026587,Astn1 Astn Kiaa0289,integral membrane
3032,ENSMUSG00000026594,Ralgps2,cytoplasm
3033,ENSMUSG00000026600,Soat1 Acact,integral membrane
3034,ENSMUSG00000026602,Nphs2,integral membrane
3035,ENSMUSG00000026603,Smyd2,nucleus
3036,ENSMUSG00000026604,Ptpn14,nucleus
3037,ENSMUSG00000026609,Ush2A Gm676,integral membrane
3038,ENSMUSG00000026610,Esrrg Err3 Kiaa0832 Nr3b3,nucleus
3039,ENSMUSG00000026611,Spata17 Srg11,cytoplasm
3040,ENSMUSG00000026614,Slc30a10 Znt10,integral membrane
3041,ENSMUSG00000026615,Eprs1 Eprs Qprs,cytoplasm
3042,ENSMUSG00000026620,Mark1 Emk3 Kiaa1477,cytoplasm
3043,ENSMUSG00000026621,Mtarc1 Marc1 Mosc1,integral membrane
3044,ENSMUSG00000026622,Nek2,nucleus
3045,ENSMUSG00000026623,Lpgat1 Fam34a,integral membrane
3046,ENSMUSG00000026626,Ppp2r5a,nucleus
3047,ENSMUSG00000026628,Atf3,nucleus
3048,ENSMUSG00000026630,Batf3,nucleus
3049,ENSMUSG00000026632,Tatdn3,nucleus
3050,ENSMUSG00000026634,Angel2 D1Ertd396e D1Ertd654e MNCb-4273,cytoplasm
3051,ENSMUSG00000026638,Irf6,nucleus
3052,ENSMUSG00000026641,Usf1 Usf,nucleus
3053,ENSMUSG00000026643,Nmt2,cytoplasm
3054,ENSMUSG00000026648,Dclre1c Art Snm1l,nucleus
3055,ENSMUSG00000026649,Cfap126 Fltp,cytoplasm
3056,ENSMUSG00000026650,Meig1 Meg1,nucleus
3057,ENSMUSG00000026657,Frmd4a Frmd4 Kiaa1294,cytoplasm
3058,ENSMUSG00000026659,Dusp12,nucleus
3059,ENSMUSG00000026662,Sephs1 Sps1,cytoplasm
3060,ENSMUSG00000026663,Atf6,nucleus
3061,ENSMUSG00000026667,Uhmk1 Kis Kist,nucleus
3062,ENSMUSG00000026668,Ucma,cytoplasm
3063,ENSMUSG00000026669,Mcm10,nucleus
3064,ENSMUSG00000026672,Optn,nucleus
3065,ENSMUSG00000026675,Hsd17b7 17hsd7,integral membrane
3066,ENSMUSG00000026678,Rgs5,cytoplasm
3067,ENSMUSG00000026686,Lmx1a,nucleus
3068,ENSMUSG00000026688,Mgst3,integral membrane
3069,ENSMUSG00000026691,Fmo3,integral membrane
3070,ENSMUSG00000026692,Fmo4,integral membrane
3071,ENSMUSG00000026697,Myoc Tigr,cytoplasm
3072,ENSMUSG00000026698,Pigc,integral membrane
3073,ENSMUSG00000026700,Tnfsf4 Ox40l Txgp1l,integral membrane
3074,ENSMUSG00000026705,Klhl20 Kiaa4210 Kleip,cytoplasm
3075,ENSMUSG00000026707,Nsun6,cytoplasm
3076,ENSMUSG00000026708,Cenpl,nucleus
3077,ENSMUSG00000026712,Mrc1,integral membrane
3078,ENSMUSG00000026721,Rabgap1l Hhl Kiaa0471,nucleus
3079,ENSMUSG00000026723,Trdmt1 Dnmt2 Met2,cytoplasm
3080,ENSMUSG00000026726,Cubn Ifcr,cytoplasm
3081,ENSMUSG00000026728,Vim,cytoplasm
3082,ENSMUSG00000026735,Ptf1a Ptf1p48,nucleus
3083,ENSMUSG00000026737,Pip4k2a Pi5p4ka Pip5k2a,nucleus
3084,ENSMUSG00000026739,Bmi1 Bmi-1 Pcgf4,nucleus
3085,ENSMUSG00000026740,Dnajc1 Dnajl1 Mtj1,integral membrane
3086,ENSMUSG00000026743,Mllt10 Af10,nucleus
3087,ENSMUSG00000026748,Plxdc2 Tem7r,integral membrane
3088,ENSMUSG00000026749,Nek6,nucleus
3089,ENSMUSG00000026750,Psmb7 Mmc14,nucleus
3090,ENSMUSG00000026751,Nr5a1 Ftzf1,nucleus
3091,ENSMUSG00000026755,Arpc5l,cytoplasm
3092,ENSMUSG00000026761,Orc4 Orc4l,nucleus
3093,ENSMUSG00000026764,Kif5c Nkhc2,cytoplasm
3094,ENSMUSG00000026766,Mmadhc,cytoplasm
3095,ENSMUSG00000026770,Il2ra Il2r,integral membrane
3096,ENSMUSG00000026771,Spopl,nucleus
3097,ENSMUSG00000026775,Yme1l1,integral membrane
3098,ENSMUSG00000026778,Prkcq Pkcq,nucleus
3099,ENSMUSG00000026779,Mastl Gw Gwl,nucleus
3100,ENSMUSG00000026781,Acbd5,integral membrane
3101,ENSMUSG00000026785,Pkn3 Pknbeta,nucleus
3102,ENSMUSG00000026787,Gad2 Gad65,cytoplasm
3103,ENSMUSG00000026788,Zbtb43 Kiaa0414 Zfp297b Znf297b,nucleus
3104,ENSMUSG00000026790,Odf2 Odf84,cytoplasm
3105,ENSMUSG00000026792,Lrsam1,cytoplasm
3106,ENSMUSG00000026796,Niban2 Fam129b,cytoplasm
3107,ENSMUSG00000026797,Stxbp1,nucleus
3108,ENSMUSG00000026799,Med27 Crsp8,nucleus
3109,ENSMUSG00000026803,Ttf1,nucleus
3110,ENSMUSG00000026805,Barhl1 Bhx1 Mbh2,nucleus
3111,ENSMUSG00000026806,Ddx31,nucleus
3112,ENSMUSG00000026807,Ak8,cytoplasm
3113,ENSMUSG00000026809,Spaca9,nucleus
3114,ENSMUSG00000026810,Dpm2,integral membrane
3115,ENSMUSG00000026811,St6galnac6 Siat7f,integral membrane
3116,ENSMUSG00000026812,Tsc1 Kiaa0243,nucleus
3117,ENSMUSG00000026814,Eng Edg,integral membrane
3118,ENSMUSG00000026815,Gfi1b,nucleus
3119,ENSMUSG00000026817,Ak1,cytoplasm
3120,ENSMUSG00000026818,Cel Lip1,cytoplasm
3121,ENSMUSG00000026819,Slc25a25 Kiaa1896 Scamc2,integral membrane
3122,ENSMUSG00000026820,Ptges2 Gbf1 Pges2,integral membrane
3123,ENSMUSG00000026821,Ralgds Rgds,nucleus
3124,ENSMUSG00000026825,Dnm1 Dnm Kiaa4093,cytoplasm
3125,ENSMUSG00000026826,Nr4a2 Nurr1,nucleus
3126,ENSMUSG00000026828,Galnt5,integral membrane
3127,ENSMUSG00000026829,Gbgt1 Fgs,integral membrane
3128,ENSMUSG00000026830,Ermn Kiaa1189,cytoplasm
3129,ENSMUSG00000026831,,nucleus
3130,ENSMUSG00000026832,Cytip Pscdbp,cytoplasm
3131,ENSMUSG00000026834,Acvr1c Alk7,cytoplasm
3132,ENSMUSG00000026841,Fibcd1,integral membrane
3133,ENSMUSG00000026842,Abl1 Abl,nucleus
3134,ENSMUSG00000026848,Tor1b,cytoplasm
3135,ENSMUSG00000026849,Tor1a Dyt1,nucleus
3136,ENSMUSG00000026854,Usp20 Kiaa1003 Vdu2,cytoplasm
3137,ENSMUSG00000026857,Ntmt1 Mettl11a,nucleus
3138,ENSMUSG00000026860,Sh3glb2 Kiaa1848,cytoplasm
3139,ENSMUSG00000026864,Hspa5 Grp78,nucleus
3140,ENSMUSG00000026872,Zeb2 Sip1 Zfhx1b Zfx1b,nucleus
3141,ENSMUSG00000026873,Phf19 Pcl3,nucleus
3142,ENSMUSG00000026875,Traf1,cytoplasm
3143,ENSMUSG00000026879,Gsn Gsb,nucleus
3144,ENSMUSG00000026880,Stom Epb7.2 Epb72,cytoplasm
3145,ENSMUSG00000026882,Ggta1l1,integral membrane
3146,ENSMUSG00000026883,Dab2ip Kiaa1743,cytoplasm
3147,ENSMUSG00000026885,Ttll11,cytoplasm
3148,ENSMUSG00000026888,Grb14,cytoplasm
3149,ENSMUSG00000026890,Lhx6 Lhx6.1,nucleus
3150,ENSMUSG00000026896,Ifih1,nucleus
3151,ENSMUSG00000026915,Strbp Spnr,nucleus
3152,ENSMUSG00000026917,Wdr5 Big Big3,nucleus
3153,ENSMUSG00000026918,Brd3 Fsrg2,nucleus
3154,ENSMUSG00000026922,Agpat2,integral membrane
3155,ENSMUSG00000026923,Notch1 Motch,nucleus
3156,ENSMUSG00000026925,Inpp5e,nucleus
3157,ENSMUSG00000026928,Card9,cytoplasm
3158,ENSMUSG00000026932,Nacc2 Btbd14a,nucleus
3159,ENSMUSG00000026933,Camsap1,cytoplasm
3160,ENSMUSG00000026934,Lhx3 Lim-3 Lim3 Plim,nucleus
3161,ENSMUSG00000026939,Tmem141 D2Ertd217e,integral membrane
3162,ENSMUSG00000026941,Mamdc4 Aegp Gm995,integral membrane
3163,ENSMUSG00000026942,Traf2,cytoplasm
3164,ENSMUSG00000026946,Nmi,nucleus
3165,ENSMUSG00000026959,Grin1 Glurz1,cytoplasm
3166,ENSMUSG00000026960,Arl6ip6,integral membrane
3167,ENSMUSG00000026961,Lrrc26,cytoplasm
3168,ENSMUSG00000026963,Tmem210,integral membrane
3169,ENSMUSG00000026965,Anapc2,nucleus
3170,ENSMUSG00000026966,Ssna1 MNCb-2711,nucleus
3171,ENSMUSG00000026970,Rbms1 Mssp Mssp1,nucleus
3172,ENSMUSG00000026972,Arrdc1,cytoplasm
3173,ENSMUSG00000026974,Zmynd19 Mizip,cytoplasm
3174,ENSMUSG00000026976,Pax8 Pax-8,nucleus
3175,ENSMUSG00000026977,Marchf7 Axot March7,nucleus
3176,ENSMUSG00000026980,Ly75 Cd205,integral membrane
3177,ENSMUSG00000026981,Il1rn Il-1ra,cytoplasm
3178,ENSMUSG00000026983,IL36RN Fil1d Il1f5 Il1h3 Il1hy1,cytoplasm
3179,ENSMUSG00000026984,Il36a Fil1e Il1e Il1f6 Il1h1,cytoplasm
3180,ENSMUSG00000026985,Il36b Fil1e Il1f8,cytoplasm
3181,ENSMUSG00000026986,Hnmt Hmt,cytoplasm
3182,ENSMUSG00000026987,Baz2b,nucleus
3183,ENSMUSG00000026991,Pkp4 Armrp,nucleus
3184,ENSMUSG00000026994,Galnt3,integral membrane
3185,ENSMUSG00000027002,Nckap1 Hem2 Kiaa0587 Nap1,integral membrane
3186,ENSMUSG00000027004,Frzb Fiz Fre Frzb1 Sfrp3,cytoplasm
